"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
f17_sleeping_night_wkend,form_17_lifestyle_questionnaire_ii,,text,"<span style=""font-weight: normal;""><div style=""margin-left: 10%;"">Sleeping at night",,"hours per day",number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_exerc_change,form_17_lifestyle_questionnaire_ii,,radio,"2. Has your level of exercise (physical activity) changed since you've been pregnant?","1, Decreased | 2, Unchanged | 3, Increased",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_exerc_desc2,form_17_lifestyle_questionnaire_ii,,descriptive,"<hr/>
<div style=""font-size: 1.2em"">For the next questions, please fill in which fit best with what you have done in <strong><font color=""green"">the last month</font></strong>.",,,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_awake,form_17_lifestyle_questionnaire_ii,,radio,"3. How many times do you usually wake during a night's sleep?","1, Don't usually wake up | 2, Once a night | 3, 2-3 times | 4, 4 or more times",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_snore,form_17_lifestyle_questionnaire_ii,,radio,"4. Do you snore most nights?","1, No | 2, Yes | 3, Don't know",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_vigorous_exerc,form_17_lifestyle_questionnaire_ii,,radio,"5. How often have you engaged in vigorous exercise in the last month
<span style=""font-weight: normal;"">(exercise which made you breathe harder or puff or pant such as tennis, jogging, aerobics, heavy gardening, rollerblading, skiing, rowing, rowing/cycling machine) ","1, Never | 2, Once a week | 3, 2-3 time each week | 4, 4-6 times each week | 5, Daily | 6, More than once a day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_less_vigorous_exerc,form_17_lifestyle_questionnaire_ii,,radio,"6. How often have you engaged in less vigorous exercise for recreation, sport or health-fitness purposes in the last month which did not make you breathe harder or puff and pant?","1, Never | 2, Once a week | 3, 2-3 time each week | 4, 4-6 times each week | 5, Daily | 6, More than once a day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_walk_recreation,form_17_lifestyle_questionnaire_ii,,radio,"7. How often have you walked for recreation or exercise in the last month?","1, Never | 2, Once a week | 3, 2-3 time each week | 4, 4-6 times each week | 5, Daily | 6, More than once a day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_walk_purpose,form_17_lifestyle_questionnaire_ii,,radio,"8. How many days a week in the last month did you walk for a purpose rather than for fun <span style=""font-weight: normal;"">(e.g. walking to bus stop)</span>?","1, Never | 2, Once a week | 3, 2-3 time each week | 4, 4-6 times each week | 5, Daily | 6, More than once a day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LV,,,,
f17_walk_km,form_17_lifestyle_questionnaire_ii,,text,"9. In the last month, how many kilometres did you walk for a reason <em><font color=""green"">each day</font></em> <span style=""font-weight: normal;"">(e.g. walking to bus stop)</span>?",,kilometres,number,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_stairs_per_day,form_17_lifestyle_questionnaire_ii,,radio,"10. How many times a day did you climb a flight of stairs in the last month? <span style=""font-weight: normal;"">(not just a few steps into the house)</span>","1, Never | 2, Less than 10 times per day | 3, At least 10 times per day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_tv,form_17_lifestyle_questionnaire_ii,,radio,"11. In the last month, on average, how many hours did you spend watching television in a day?","1, None | 2, Less than 2 hours | 3, 2-4 hours | 4, 5-6 hours | 5, more than 6 hours",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_computer,form_17_lifestyle_questionnaire_ii,,radio,"12. In the last month, on average, how many hours did you spend using a computer in a day?","1, None | 2, Less than 2 hours | 3, 2-4 hours | 4, 5-6 hours | 5, more than 6 hours",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,LH,,,,
f17_briq_q1,form_17_lifestyle_questionnaire_ii,"<div style=""font-size: 1.5em"">5. Your Responses to Your Pregnancy</div>

<span style=""font-weight: normal;"">The statements below refer to things that you may or may not have done to manage your pregnancy. </span>

How often you have done the following since you found out you were pregnant?
<span style=""font-weight: normal;"">Please choose the answer that you think best fits for you.</span>",radio,"<span style=""font-weight: normal;"">I have overdone things, then needed to rest up for a while","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q2,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have avoided physical exercise","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q3,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have put parts of my life on hold","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q4,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have not been able to carry on with my usual level of activity","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q5,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I haven't slowed down, I've just carried on as normal","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q6,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have felt better than ever","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q7,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have pushed myself as hard as ever until I cannot push myself any more","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q8,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have gone to bed during the day","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q9,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have carried on with things as normal until my body cannot cope any longer","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q10,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have felt obliged to carry out all my responsibilities, no matter how bad I feel","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q11,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have avoided my usual activities","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q12,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I have tried to do too much and felt even worse as a result","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_briq_q13,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I find myself rushing to get everything done before I crash","1, Not at all | 2, Rarely | 3, Some days | 4, Most days | 5, Every day",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_2,,
f17_stai_q1,form_17_lifestyle_questionnaire_ii,"<div style=""font-size: 1.5em"">6. How are you Feeling?</div>
Please read each of the following statements and choose the most appropriate response to indicate how you feel <font color=""green"">right now</font>, at this moment.
<span style=""font-weight: normal;"">Do not spend too much time on any one statement but choose the answer which seems to describe your present feelings best.",radio,"<span style=""font-weight: normal;"">I feel calm","1, Not at all | 2, Somewhat | 3, Moderately | 4, Very Much",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,f17_freq_3,,
f17_stai_q2,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I feel tense","1, Not at all | 2, Somewhat | 3, Moderately | 4, Very Much",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,f17_freq_3,,
f17_stai_q3,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I feel upset","1, Not at all | 2, Somewhat | 3, Moderately | 4, Very Much",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,f17_freq_3,,
f17_stai_q4,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I feel relaxed","1, Not at all | 2, Somewhat | 3, Moderately | 4, Very Much",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,f17_freq_3,,
f17_stai_q5,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I feel content","1, Not at all | 2, Somewhat | 3, Moderately | 4, Very Much",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,f17_freq_3,,
f17_stai_q6,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">I feel worried","1, Not at all | 2, Somewhat | 3, Moderately | 4, Very Much",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,f17_freq_3,,
f17_anrq_34wk,form_17_lifestyle_questionnaire_ii,,calc,"ANRQ score",[f17_stai_q1]+[f17_stai_q2]+[f17_stai_q3]+[f17_stai_q4]+[f17_stai_q5]+[f17_stai_q6],,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,," @HIDDEN"
f17_stai_34wk,form_17_lifestyle_questionnaire_ii,,calc,"STAI score",[f17_stai_q2]+[f17_stai_q3]+[f17_stai_q6]+(([f17_stai_q1]*-1)+5)+(([f17_stai_q4]*-1)+5)+(([f17_stai_q5]*-1)+5),,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,,,
f17_prac_help,form_17_lifestyle_questionnaire_ii,"<div style=""font-size: 1.5em"">7. Relationships and Support</div>
<span style=""font-weight: normal;"">The last questions are about your Relationships and Support.</span>
Please choose the answer that you think best fits for you.",radio,"<span style=""font-weight: normal;"">Do you have people around you who can help with practical things when you need it?","1, All the time | 2, Most of the time | 3, Some of the time | 4, Seldom | 5, Never",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_4,,
f17_listen,form_17_lifestyle_questionnaire_ii,,radio,"<span style=""font-weight: normal;"">Do you have people around you who can help or listen to you when you feel down, upset or worried?","1, All the time | 2, Most of the time | 3, Some of the time | 4, Seldom | 5, Never",,,,,,"([f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1') and [f14_34wk] = '1'",,,,freq17_4,,
ab20,form_20_late_pregnancy_follow_up,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f12_fetal_outcome] = '2' or [f12_fetal_outcome] = '3' or [f12_fetal_outcome] = '4' or [f12_fetal_outcome] = '5' or [f12_fetal_outcome] = '6' or [f12_fetal_outcome] = '7' or [f12_fetal_outcome] = '8'",,,,,,
f20_pv_bleeding,form_20_late_pregnancy_follow_up,"<div style=""font-size: 1.5em"">1. Bleeding</div>",radio,"PV bleeding","0, No | 1, Yes",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,RH,,,,
f20_bleeding_1,form_20_late_pregnancy_follow_up,,descriptive,"<em>First bleed</em>",,,,,,,"[f20_pv_bleeding] = '1'",,,,,,
f13_bleeding_1_ga,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Gestation",,wks,number,,,,"[f20_pv_bleeding] = '1'",,,,,,
f13_bleeding_1_duration,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Duration",,days,number,,,,"[f20_pv_bleeding] = '1'",,,,,,
f13_bleeding_1_amnt,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Amount","1, Spotting | 2, Light | 3, Like a period | 4, Heavy/clots",,,,,,"[f20_pv_bleeding] = '1'",,,,,,
f13_bleeding_1_cause,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Cause of APH","1, Unknown | 2, Placenta previa | 3, Placental abruption | 4, Local genital tract | 5, Fetal bleeding | 6, Other",,,,,,"[f20_pv_bleeding] = '1'",,,,,,
f13_bleeding_comment,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Other - comment",,,,,,,"[f13_bleeding_2_cause] = '6'",,,,,,
f20_bleeding_2,form_20_late_pregnancy_follow_up,,descriptive,"<em>Second bleed</em>",,,,,,,"[f13_bleeding_1_ga] <>''",,,,,,
f13_bleeding_2_ga,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">G.A.",,wks,number,,,,"[f13_bleeding_1_ga] <>''",,,,,,
f13_bleeding_2_duration,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Duration",,days,number,,,,"[f13_bleeding_1_ga] <>''",,,,,,
f13_bleeding_2_amnt,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Amount","1, Spotting | 2, Light | 3, Like a period | 4, Heavy/clots",,,,,,"[f13_bleeding_1_ga] <>''",,,,,,
f13_bleeding_2_cause,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Cause of APH","1, Unknown | 2, Placenta previa | 3, Placental abruption | 4, Local genital tract | 5, Fetal bleeding | 6, Other",,,,,,"[f13_bleeding_1_ga] <>''",,,,,,
f13_bleeding_comment2,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Other - comment",,,,,,,"[f13_bleeding_2_cause] = '6'",,,,,,
f20_bleeding_3,form_20_late_pregnancy_follow_up,,descriptive,"<em>Third bleed</em>",,,,,,,"[f13_bleeding_2_ga] <>''",,,,,,
f13_bleeding_3_ga,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">G.A.",,wks,number,,,,"[f13_bleeding_2_ga] <>''",,,,,,
f13_bleeding_3_duration,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Duration",,days,number,,,,"[f13_bleeding_2_ga] <>''",,,,,,
f13_bleeding_3_amnt,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Amount","1, Spotting | 2, Light | 3, Like a period | 4, Heavy/clots",,,,,,"[f13_bleeding_2_ga] <>''",,,,,,
f13_bleeding_3_cause,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Cause of APH","1, Unknown | 2, Placenta previa | 3, Placental abruption | 4, Local genital tract | 5, Fetal bleeding | 6, Other",,,,,,"[f13_bleeding_2_ga] <>''",,,,,,
f13_bleeding_comment3,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Other - comment",,,,,,,"[f13_bleeding_3_cause] = '6'",,,,,,
f20_bleeding_4,form_20_late_pregnancy_follow_up,,descriptive,"<em>Fourth bleed</em>",,,,,,,"[f13_bleeding_3_ga] <>''",,,,,,
f13_bleeding_4_ga,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">G.A.",,wks,number,,,,"[f13_bleeding_3_ga] <>''",,,,,,
f13_bleeding_4_duration,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Duration",,days,number,,,,"[f13_bleeding_3_ga] <>''",,,,,,
f13_bleeding_4_amnt,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Amount","1, Spotting | 2, Light | 3, Like a period | 4, Heavy/clots",,,,,,"[f13_bleeding_3_ga] <>''",,,,,,
f13_bleeding_4_cause,form_20_late_pregnancy_follow_up,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Cause of APH","1, Unknown | 2, Placenta previa | 3, Placental abruption | 4, Local genital tract | 5, Fetal bleeding | 6, Other",,,,,,"[f13_bleeding_3_ga] <>''",,,,,,
f13_bleeding_comment4,form_20_late_pregnancy_follow_up,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Other - comment",,,,,,,"[f13_bleeding_4_cause] = '6'",,,,,,
f13_bleeding_5,form_20_late_pregnancy_follow_up,,notes,"Fifth and further bleeds",,"Please record on each line: G.A.; duration; amount; cause",,,,,"[f13_bleeding_4_ga] <>''",,,,,,
f20_cerclage,form_20_late_pregnancy_follow_up,"<div style=""font-size: 1.5em"">2. Cervical Cerclage</div>",radio,"Cervical cerclage","0, No | 1, Yes",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,RH,,,,
